,title,price,num_sold,shipping_type,condition,condition_description,num_reviews,pos_feedback_pct,return_days
241,apple iphone 12 mini 5g 64gb factory unlocked tmobile metro ultra mint excellent,399.0,577 sold,,excellent - refurbished,"“choose your mobile network, and color from the dropdown boxes. iphone will come network locked unless you pick fully unlocked from the network dropdown menu!!! detailed grade information is below. we offer a no-risk 30-day warranty! trusted seller. see our ratings. fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing. please message us with any questions you may have.????,?”",61033.0,100.0,30 days returns
242,apple iphone 12 pro max 128gb unlocked smartphone - very good,744.95,277 sold,free 3 day shipping,very good - refurbished,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332402.0,98.4,60 days returns
243,apple iphone 11 pro max - 256gb - factory unlocked - good condition,589.99,77 sold,,good - refurbished,"“fully tested and restored to factory settings by our in house technicians. - good – this product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",27638.0,96.8,60 days returns
244,apple iphone 7 128gb factory unlocked at&t t-mobile verizon very good condition,131.95,452 sold,,very good - refurbished,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 7 smartphones with a storage capacity of 128gb and your choice of color from (product)red, gold, jet black, matte black, rose gold, silver. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,60 days returns
245,apple iphone xs 64gb / 256gb / 512gb unlocked verizon at&t t-mobile - very good,234.99,791 sold,,good - refurbished,"“the cosmetic condition is overall very good, it may show signs of wear and tear from previous usage, such as dings & scratches on the screen & body. | the device has been tested and is fully functional”",122285.0,100.0,30 days returns
246,apple iphone 8 - 64gb - all colors - unlocked - excellent condition ,198.04,175 sold,,excellent - refurbished,"“fully tested and restored to factory settings by our in house technicians. - excellent - this product is in excellent cosmetic condition with a minimum battery health of 85%. this item has been fully tested, restored to factory settings and is in excellent working order.”",3101765.0,98.8,30 days returns
247,apple iphone xr - 128gb - all colors - fully unlocked - excellent condition (a) ,314.49,146 sold,,excellent - refurbished,"“fully tested and restored to factory settings by our in house technicians. - excellent - this product is in excellent cosmetic condition with a minimum battery health of 85%. this item has been fully tested, restored to factory settings and is in excellent working order.”",3101765.0,98.8,30 days returns
248,apple iphone 7 - 32gb - all colors - unlocked - very good condition ,135.99,,,very good - refurbished,"“fully tested and restored to factory settings by our in house technicians. - very good - this product is in very good cosmetic condition, there will be signs of wear which may include light scratches and/or scuffs but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",3101765.0,98.8,30 days returns
249,apple iphone 7 - 32gb - black (verizon) a1660 (cdma + gsm),60.0,,,used,,123.0,100.0,Seller does not accept returns
250,in-box apple iphone 8 plus 64gb factory unlocked verizon t-mobile at&t excellent,259.95,67 sold,,open box,“our devices are fully tested and certified using industry leading . apple iphone 8 plus 64gb. fully unlocked for all major service providers. condition is 8/10 visible signs of previous handling. - see the below description for more details. clean esn verified. your choice of gold or space gray colors. all phones ship from the usa with expedited service. all of these devices have been fully tested by our team of professionally certified technicians. your phone comes in a branded iphone box with a  2-piece charger (lightning cable and wall plug adapter). free 2-day shipping included! you are always welcome to send a message to our customer service team if you have any questions regarding compatibility.”,8579.0,99.2,30 days returns
251,apple iphone xs max 64gb unlocked 4g lte ios 12mp camera smartphone - good,289.95,"1,142 sold",free 3 day shipping,good - refurbished,"“this is a b stock item, meaning unit is in good cosmetic condition and will show signs of use in the form of scrapes or scratches.”",332402.0,98.4,60 days returns
252,apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone -,234.99,"5,112 sold",,excellent - refurbished,"“this apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone  is in seller refurbished grade a condition. it is 100% functional and in near perfect cosmetic condition with the possibility of a few light hair marks. it will not come in its original packaging but will include an mfi certified lightning cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone is fully functional with all carrier networks. it does not come with a sim card, you will need to get one from your carrier of choice.”",67860.0,98.8,60 days returns
253,apple iphone 8 64gb 256gb gsm factory unlocked verizon at&t t-mobile good,139.95,710 sold,free 3 day shipping,good - refurbished,“this item is in 7+10 condition.”,266878.0,99.9,30 days returns
254,apple iphone 8 - 128gb - space gray (unlocked) a1863 (cdma + gsm),179.99,,,open box,“excellent condition iphone 8 128gb unlocked comes with iphone charger. no box or sim card included.”,123861.0,98.1,30 days returns
255,apple iphone 7 gold 32gb a1660 lte gsm cdma verizon unlocked,87.99,,,used,"“this device is in good condition. it’s thoroughly tested and is 100% functional. cosmetically the screen may have some minor scratches but the casing may have major/harsh scratches, scuffs, or dents.”",,,30 days returns
256,apple iphone 11 pro 64/256/512gb a2160 at&t tmobile verizon unlocked great,399.99,77 sold,,used,“great condition - these phones may have some visible wear from light use. there may be a few light scratches on the screen or scuffs on the body. all phones are fully tested using our 34-point inspection process and are 100% functional.”,39879.0,99.0,30 days returns
257,"apple iphone 6s- 16gb 64gb 128gb gsm ""factory unlocked"" and at&t good condition",79.95,"28,893 sold",free 3 day shipping,good - refurbished,“item is in good cosmetic condition”,266878.0,99.9,30 days returns
258,apple iphone xr - 64 / 128 / 256 - factory unlocked - verizon / at&t smartphone,249.99,256 sold,,open box,“fully functional; ships in bulk packaging”,122285.0,100.0,30 days returns
259,apple iphone x 64gb 256gb factory unlocked smartphone at&t t-mobile verizon,238.95,316 sold,free 3 day shipping,open box,"“factory unlocked and compatible with any gsm carrier including at&t, t-mobile, verizon, straighttalk, metro pcs.... these are a grade units in excellent cosmetic condition and rated a 9.5 out of 10 cosmetically.”",249035.0,96.4,30 days returns
260,apple iphone xr - 64gb - factory unlocked - excellent condition,268.99,428 sold,,used,"“fully tested and restored to factory settings by our in house technicians. - excellent - this product is in excellent cosmetic condition with a minimum battery health of 85%. this item has been fully tested, restored to factory settings and is in excellent working order.”",27638.0,96.8,60 days returns
261,apple iphone 8 64gb 256gb at&t verizon t-mobile gsm unlocked open box new other,159.89,,,open box,"“these units are part of a closeout, overstock lot, and/or store returns. each phone is in excellent cosmetic condition or better. we received them in bulk, tested and re-packaged the items in our generic white boxes. you will receive a phone based on your color and carrier selection and a non-oem charger and data cable. sim card not included. nothing else will be included unless specifically listed in our listing. the phone maybe locked to a specific carrier or unlocked. unlocked phones will work with most gsm sim cards, please check with your carrier to ensure compatibility. may not work on sprint or other cdma carriers. carrier locked phones will only work on that specific carrier. check with your carrier to ensure compatibility.”",149726.0,99.7,30 days returns
262,apple iphone 12 - 128gb - all colors - unlocked smartphone - very good condition,586.49,142 sold,,very good - refurbished,"“fully tested and restored to factory settings by our in house technicians. - very good - this product is in very good cosmetic condition, there will be signs of wear which may include light scratches and/or scuffs but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",3101765.0,98.8,30 days returns
263,apple iphone xs/x 256gb gsm+cdma unlocked ios wifi 4g mint screen ,190.08,34 sold,,used,"“phones are in mint condition. fully functional, professionally tested and cleaned to ensure perfect working functionality.”",6203.0,99.9,30 days returns
264,apple iphone 6s 16/32/64/128 gb -all colors -fully unlocked -very good condition,96.99,50 sold,,very good - refurbished,"“very good condition , may have minor marks and scratches - charger included”",13110.0,96.2,30 days returns
265,"apple iphone 6s plus - 128gb - space gray (verizon unlocked) a1687 "" b stock"" ",124.99,,free 3 day shipping,used,"“““these unit are returns from our enterprise group have been sent back and retested to ensure 100% function. these units will come in b stock condition. meaning most units will some some scratches or light use. absolutely no dents or cracks. these units will be unlocked so will be good to use on all networks. phone will come in a apple box with cube and cable. also throwing in a free temper glass ""will any scratches the screen may have"" and apple car charger.””",7186.0,100.0,30 days returns
266,"apple iphone xr 256gb|128gb|64gb| gsm/ cdma factroy unlocked- ""excellent""",269.88,,free 3 day shipping,excellent - refurbished,"“""excellent"" detailed grade info is below. we offer a no-risk 30-day free return! , fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing.”",17600.0,98.7,30 days returns
267,apple iphone xs max - 64gb - space gray gsm & cdma unlocked -a1921 - ~excellent!,339.99,,free 3 day shipping,excellent - refurbished,"“the item is in like-new condition, backed by a one year warranty. it has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. the item includes original or new accessories and will come in new generic packaging. see the seller's listing for full details.. “this product has been determined fully functional by our industry leading functionality inspection. mfi certified lightning cable and ul approved power adapter are included. this product will not come in its original packaging; headsets, sim card and manual will not be included.”",10672.0,98.8,30 days returns
268,apple iphone 8 plus factory unlocked at&t t-mobile verizon smartphone used,220.0,70 sold,free 3 day shipping,used,"“100% full functional , gsm unlocked for all gsm carriers.“this item is in good condition  and will show moderate signs of cosmetic imperfections (scratching/scuffing) on housing and screen - fully functional – comes with generic box charging usb and adapter (no simcard included)”",69144.0,95.8,30 days returns
269,apple iphone 8 64gb verizon smartphone - very good,154.95,"3,767 sold",free 3 day shipping,very good - refurbished,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332402.0,98.4,60 days returns
270,apple iphone 6 plus 16gb 64gb 128gb factory unlocked at&t t-mobile verizon,79.99,589 sold,free 3 day shipping,used,"“factory unlocked and compatible with any carrier including at&t, t-mobile, verizon, straighttalk, metro pcs.... these are c grade units in used condition and will have several scratches/scuffs. perfect if looking for a fully functional device that you can put in a case to hide scratches.”",127739.0,95.8,30 days returns
271,apple iphone se 2nd gen. (product) red - 64gb - unlocked - cracked screen,125.0,,,for parts or not working,,901.0,94.9,30 days returns
272,apple iphone 6s plus 64gb gsm unlocked at&t t-mobile very good condition ,123.0,449 sold,,used,"“phones are in very good condition. devices are ready to activate. clean esn. phonecheck certified. select your own device gb, color and carrier. please see below for more info. if you have any questions, please do not hesitate to contact us.”",4131.0,99.2,30 days returns
273,apple iphone xr - 64gb - red (verizon unlocked) a1984 (cdma + gsm),239.99,,,open box,“““these units are returns from our retail stores and have been sent back and retested to ensure 100% function. these units are backed by our 30 day worry free guarantee. all units are in pristine cosmetic condition. comes with original wrapped oem charger and cube and box. along with oem accessories we are also throwing in an extra car charger. these devices are unlocked and can be activated on  cdma and gsm carriers””,7186.0,100.0,30 days returns
274,apple iphone 13 mini 128/256/512gb a2481 unlocked excellent,584.99,,,used,"“excellent condition - these phones will appear flawless but upon a closer look there may be subtle signs of use. there may be some signs of use on the screen or on the body of the phone, however, these will be difficult to notice with the naked eye. all phones are fully tested using our 34-point inspection process and are 100% functional.”",39879.0,99.0,30 days returns
275,apple iphone xr red 64gb a1984 lte gsm cdma verizon unlocked,213.99,,,used,"“this device is in good condition. it’s thoroughly tested and is 100% functional. cosmetically the screen may have some minor scratches but the casing may have major/harsh scratches, scuffs, or dents.”",,,30 days returns
276,apple iphone 11 pro 64gb unlocked at&t t-mobile verizon very good condition,439.95,388 sold,,very good - refurbished,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 11 pro smartphones with a storage capacity of 64gb and your choice of color from gold, midnight green, silver, space gray. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,60 days returns
277,new apple iphone xs max 64/256/512gb unlocked at&t verizon t-mobile - all colors,449.99,765 sold,,new,,44011.0,99.0,30 days returns
278,apple iphone 12 mini - verizon at&t t-mobile gsm factory unlocked phone - good,369.95,60 sold,free 3 day shipping,good - refurbished,,266878.0,99.9,30 days returns
279,apple iphone 8 plus 64gb at&t t-mobile gsm unlocked open box new other,259.89,,,open box,"“these units are part of a closeout, overstock lot, and/or store returns. each phone is in excellent cosmetic condition or better. we received them in bulk, tested and re-packaged the items in our generic white boxes. you will receive a phone based on your color and carrier selection and a non-oem charger and data cable. sim card not included. nothing else will be included unless specifically listed in our listing. the phone maybe locked to a specific carrier or unlocked. unlocked phones will work with most gsm sim cards, please check with your carrier to ensure compatibility. may not work on sprint or other cdma carriers. carrier locked phones will only work on that specific carrier. check with your carrier to ensure compatibility.”",149726.0,99.7,30 days returns
280,apple iphone se 64gb factory unlocked at&t t-mobile verizon excellent condition,109.95,,,excellent - refurbished,"“100% fully functional - excellent cosmetic condition. looks like new at first glance. see below for full description of cosmetic condition. the devices in this listing are apple iphone se smartphones with a storage capacity of 64gb and your choice of color from gold, rose gold, silver, space gray. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,60 days returns
281,apple iphone 11 - 128gb - factory unlocked - good condition,379.99,501 sold,,good - refurbished,"“fully tested and restored to factory settings by our in house technicians. - good – this product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",27638.0,96.8,60 days returns
282,apple iphone 7 128gb gsm unlocked at&t t-mobile very good condition,124.95,616 sold,,very good - refurbished,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 7 smartphones with a storage capacity of 128gb and your choice of color from (product)red, gold, jet black, matte black, rose gold, silver. they are also gsm unlocked and can be used on all gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,60 days returns
283,apple iphone 8 64/128/256gb at&t t-mobile verizon unlocked great,119.99,145 sold,,used,“great condition - these phones may have some visible wear from light use. there may be a few light scratches on the screen or scuffs on the body. all phones are fully tested using our 34-point inspection process and are 100% functional.”,39879.0,99.0,30 days returns
284,apple iphone xr a1984 att sprint t-mobile verizon factory unlocked - excellent -,289.0,,,excellent - refurbished,"“apple iphone xr - factory unlocked model a1984 - excellent condition and tough to tell from new - see the below description for more details. comes in a new box with a brand new 2-piece charger (lightning cable and wall plug) and a sim tray removal tool. clean esn/imei verified! we're a trusted and certified usa seller. all our phones are fully tested by our team of certified on-site mobile technicians using industry-leading diagnostic software and testing procedures to guarantee they work just like new or your money back. please, check our store ratings to see what our customers have to say about us and our products! feel free to message us with any questions you may have and have a nice day!”",30062.0,100.0,30 days returns
285,apple iphone xs 64gb unlocked 4g lte ios 12mp camera smartphone - good,224.95,"1,440 sold",free 3 day shipping,good - refurbished,"“this is a b stock item, meaning unit is in good cosmetic condition and will show signs of use in the form of scrapes or scratches.”",332402.0,98.4,60 days returns
286,apple iphone 11 - 64gb -🔥factory unlocked🔥 🔥excellent condition smartphones🔥,369.99,,,open box,"“an excellent condition cosmetically. 100% fully tested, fully functional. might have minor scratches, complete in white box with travel adapter & lightning cable. headphones & sim cards will not be included. unlocked for any wireless carrier with in us and internationally”",1802.0,97.8,30 days returns
287,apple iphone 11 pro max - 64gb - space gray (unlocked) a2161 (cdma + gsm),475.0,,,used,,11.0,100.0,Seller does not accept returns
288,apple iphone 11 pro max - 64gb - space gray (unlocked) a2161 (cdma + gsm),450.0,,,open box,,36.0,100.0,Seller does not accept returns
289,apple iphone se 2020 64gb unlocked  att boost metro verizon t-mobile excellent,199.0,322 sold,,excellent - refurbished,"“““““choose your mobile network, and color from the dropdown boxes.iphone will come network locked unless you pick fully unlocked from the network dropdown menu!!!  detailed grade information is below. we offer a no-risk 30-day warranty! trusted seller. see our ratings. fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing. please message us with any questions you may have.””””,””",61033.0,100.0,30 days returns
290,apple iphone x - 256gb - space gray  a1865 gsm & cdma unlocked ~mrf~ good!,232.99,371 sold,free 3 day shipping,good - refurbished,"“““this product has been determined fully functional by our industry leading functionality inspection. mfi certified lightning cable and ul approved power adapter are included. this product will not come in its original packaging; headsets, sim card and manual will not be included. for additional details including carrier compatibility please see item description.""""the item shows moderate wear and is backed by a one year warranty. it is fully functional and has been professionally refurbished,inspected and cleaned to good condition by qualified sellers. the item includes original or new accessories and will come in a new generic packaging.””",10672.0,98.8,30 days returns
291,apple iphone 7 plus 32gb factory unlocked at&t t-mobile verizon good condition,145.95,191 sold,,good - refurbished,"“100% fully functional - good cosmetic condition. moderate signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 7 plus smartphones with a storage capacity of 32gb and your choice of color from (product)red, gold, jet black, matte black, rose gold, silver. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,60 days returns
292,apple iphone 8 64gb at&t t-mobile verizon   (gsm &cdma unlocked),244.95,80 sold,,new,,21175.0,99.4,30 days returns
293,apple iphone 11 64gb (factory unlocked) all colors! grade b!,289.99,,free 3 day shipping,used,"““good condition 100% fully functional, comes with chargers, tested with 65 point inspection! this is a pre-owned device and may have scratches scuffs chips and dents.””",9736.0,99.1,30 days returns
294,apple iphone x 256gb silver unlocked good condition,279.99,,,good - refurbished,"“device is 100% fully functional and in good physical condition. the screen will likely show moderate scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing and bezel. please reference example photos and listing for further details.”",54835.0,99.4,60 days returns
295,apple iphone se 2020 2nd gen. 64gb factory unlocked smartphone - excellent,209.99,,,excellent - refurbished,"“this iphone se 2020 gen. 2 is in excellent condition. it is 100% functional and in near perfect cosmetic condition with the possibility of a few light hair marks. it will not come in its original packaging but will include a certified cable and ul approved power adapter. headsets, sim card and manual are not included. this iphone se 2020 gen. 2 is fully functional with all carrier networks. it does not come with a sim card, you will need to get one from your carrier of choice.”",67860.0,98.8,60 days returns
296,"apple iphone 11 pro max, a2161, 64gb, unlocked, excellent condition",535.98,148 sold,,excellent - refurbished,,191.0,98.5,30 days returns
297,apple iphone 8 64gb 256gb at&t verizon t-mobile gsm unlocked very good,169.89,,,very good - refurbished,"“stock photos, you will receive a device that is in very good cosmetic condition, has some signs of use such as light scratches, overall very good condition. you will receive a phone based on your color and carrier selection and a non-oem charger and data cable. sim card not included. nothing else will be included unless specifically listed in our listing. the phone maybe locked to a specific carrier or unlocked. unlocked phones will work with most gsm sim cards, please check with your carrier to ensure compatibility. may not work on sprint or other cdma carriers. carrier locked phones will only work on that specific carrier. check with your carrier to ensure compatibility.”",149726.0,99.7,30 days returns
298,apple iphone se 1st gen fully unlocked gsm/cdma 16gb (very good),74.99,471 sold,free 3 day shipping,very good - refurbished,“phone is in very good condition. may have some minor scratches. charger and cable included.”,2723.0,97.2,30 days returns
299,apple iphone 11 64gb unlocked verizon att t-mobile gsm cdma smartphone a2111,294.99,,free 3 day shipping,used,"“phones have been certified by our industry-leading mobile diagnostic software to be 100% fully functional and reset to factory settings. fair condition. will show signs of use such as excessive scratching and or scuffing on the screen and body. compatible with all carriers such as verizon, at&t and t-mobile. premium aftermarket charger and cable are included. 30 day warranty included. sim card and retail packaging are not included.”",20940.0,97.8,30 days returns
300,apple iphone 8 plus 256gb unlocked straight talk tmobile at&t verizon cricket n),269.0,,,open box,"““pick your carrier or pick fully unlocked to work with multiple carriers.  all of these iphones have been fully tested by our team of on-site technicians using industry-leading testing software and procedures to guarantee they're in perfect working condition and perform just like brand new phones. we're confident in the quality and condition of these iphones and you can be too, by knowing that we offer a no-risk 30-day warranty””",61033.0,100.0,30 days returns
301,apple iphone xs fully unlocked (any carrier) 64gb 256gb 512gb very good,233.99,,free 3 day shipping,very good - refurbished,"“factory unlocked and compatible with any carrier including at&t, t-mobile, verizon, straighttalk, metro pcs.... these are b+ grade units in very good cosmetic condition but may have some scratches.”",127739.0,95.8,30 days returns
302,apple iphone x gray 64gb a1865 lte gsm cdma verizon unlocked - good,206.99,340 sold,,good - refurbished,“this device is in really good condition. it’s thoroughly tested and is 100% functional. cosmetically the screen and case may have minor scratches or scuffs.”,664.0,96.6,30 days returns
303,apple iphone 11 - 64gb - all colors - fully unlocked (cdma+gsm) - good condition,356.99,432 sold,,good - refurbished,"“fully tested and restored to factory settings by our in house technicians. - good – this product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",3101765.0,98.8,30 days returns
304,apple iphone 11 64gb 128gb 256gb at&t sprint t-mobile unlocked verizon fair,288.99,181 sold,,used,"“devices come in fair physical condition. the screens will show moderate to excessive scratches, anywhere from light to deep in severity. expect moderate signs of wear in the form of scratches, dents and/or black markings on the housing and bezel. at&t / sprint / t-mobile: selecting one of these options means you will receive a device compatible with the carrier you have selected. devices in these categories are not compatible with other carriers. unlocked: selecting this option means you will receive a gsm unlocked phone that is compatible with gsm carriers such as at&t & t-mobile. gsm unlocked devices will not work with cdma carriers such as sprint & verizon.  verizon: selecting this option means you will receive a verizon unlocked device. these devices are compatible with all cdma+gsm carriers, except sprint, this includes international service providers.  please reference listing for further details.”",54835.0,99.4,60 days returns
305,apple iphone 7 plus - 128gb - all colors - unlocked - good condition,164.99,94 sold,,good - refurbished,"“fully tested and restored to factory settings by our in house technicians. - good – this product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",521.0,95.9,30 days returns
306,at&t factory unlock service iphone 10 8 7 plus 6s 6 pro max xs xr x se apple att,8.99,313 sold,,new,,1634.0,99.3,Seller does not accept returns
307,apple iphone xr 64gb a1984 t-mobile at&t gsm unlocked  apple iphone xr very good,229.89,,,very good - refurbished,"“stock photos, you will receive a device that is in very good cosmetic condition, has some signs of use such as light scratches, overall very good condition. select your color. sim card not included. select your color, and network. you will receive a apple iphone xr and non-oem compatible charger/data cable. nothing else is included. the phone maybe locked to a specific carrier or unlocked. unlocked phones will work with most gsm sim cards and on verizon service, please check with your carrier to ensure compatibility. carrier locked phones will only work on that specific carrier.”",149726.0,99.7,30 days returns
308,apple iphone 12 pro max - 512gb - all colors (unlocked) - excellent condition ,909.49,232 sold,,excellent - refurbished,"“fully tested and restored to factory settings by our in house technicians. - excellent - this product is in excellent cosmetic condition with a minimum battery health of 85%. this item has been fully tested, restored to factory settings and is in excellent working order.”",3101765.0,98.8,30 days returns
309,apple iphone 11 pro max - 64gb - all colors (unlocked) - excellent condition ,620.49,186 sold,,excellent - refurbished,"“fully tested and restored to factory settings by our in house technicians. - excellent - this product is in excellent cosmetic condition with a minimum battery health of 85%. this item has been fully tested, restored to factory settings and is in excellent working order.”",3101766.0,98.8,30 days returns
310,for iphone 13 13 pro max 11 xr 12 pro max phone case heavy duty shockproof cover,6.99,226 sold,,new,,5122.0,94.7,30 days returns
311,apple iphone 6 64gb 128gb gray gold silver factory unlocked gsm + cdma verizon,54.54,251 sold,,used,“phones are in excellent condition. ready to use - all checked with phonecheck - please see more details in the description below.”,6203.0,99.9,30 days returns
312,apple iphone x 64gb silver unlocked good condition,237.99,111 sold,,good - refurbished,"“device is 100% fully functional and in good physical condition. the screen will likely show moderate scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing and bezel. please reference example photos and listing for further details.”",54835.0,99.4,60 days returns
313,apple iphone 11 64gb unlocked smartphone - good,329.95,"1,760 sold",free 3 day shipping,good - refurbished,"“this is a b stock item, meaning unit is in good cosmetic condition and will show signs of use in the form of scrapes or scratches.”",332402.0,98.4,60 days returns
314,apple iphone xr 64gb unlocked smartphone - excellent,288.95,768 sold,free 3 day shipping,excellent - refurbished,"“this is an a stock item, meaning unit is in excellent cosmetic condition and if there are any blemishes they will be minor.”",332402.0,98.4,60 days returns
315,apple iphone x 64gb 256gb factory unlocked at&t t-mobile verizon good,239.99,,free 3 day shipping,good - refurbished,"“factory unlocked and compatible with any gsm carrier including at&t, t-mobile, verizon, straighttalk, metro pcs.... these are b grade units in good cosmetic condition and 100% fully functional, but may have some scratches or scuffs.”",249035.0,96.4,30 days returns
316,apple iphone xr 256gb|128gb|64gb| gsm+cdma unlocked - verizon t-mobile at&t,269.88,,free 3 day shipping,open box,"“excellent condition cosmetically. 100% fully tested, fully functional. might have miner scratches, complete in white box with travel adapter & lightning cable. headphones & sim cards will not be included. unlocked for any wireless carrier worldwide.”",17600.0,98.7,30 days returns
317,apple iphone xr 64gb unlocked verizon at&t tmobile straight talk boost excellent,229.0,,,excellent - refurbished,"““““choose your mobile network, and color from the dropdown boxes. detailed grade information is below. we offer a no-risk 30-day warranty! trusted seller. see our ratings. fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing. please message us with any questions you may have.””””,”",61033.0,100.0,30 days returns
318,apple iphone 11 pro max 64/256/512gb at&t sprint t-mobile unlocked verizon fair,451.99,133 sold,,used,"“devices come in fair physical condition. the screens will show moderate to excessive scratches, anywhere from light to deep in severity. expect moderate signs of wear in the form of scratches, dents and/or black markings on the housing and bezel. at&t / sprint / t-mobile: selecting one of these options means you will receive a device compatible with the carrier you have selected. devices in these categories are not compatible with other carriers. unlocked: selecting this option means you will receive a gsm unlocked phone that is compatible with gsm carriers such as at&t & t-mobile. gsm unlocked devices will not work with cdma carriers such as sprint & verizon.  verizon: selecting this option means you will receive a verizon unlocked device. these devices are compatible with all cdma+gsm carriers, except sprint, this includes international service providers.  please reference listing for further details.”",54835.0,99.4,60 days returns
319,apple iphone 8 - 64gb 128gb 256gb - all colors - good condition,135.0,,,good - refurbished,"“this device looks like a normal used device, and may have a few minor dings, scratches, or discoloration. all functionalities are working 100% and it has been detailed, cleaned, erased, and is ready for a new home!”",8405.0,99.5,60 days returns
320,apple iphone xs 64gb 256gb 512gb unlocked verizon t-mobile at&t good condition,219.99,883 sold,,good - refurbished,"“this apple iphone xs 64gb 256gb 512gb unlocked verizon t-mobile at&t good condition smartphone has been determined fully functional by our industry leading functionality 32 point inspection. it may show signs of wear like minor scratches, scuffs, and minor nicks on the screen or body. this item will not come in its original packaging but will include a certified mfi cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone xs 64gb 256gb 512gb unlocked verizon t-mobile at&t good condition smartphone is fully functional with verizon, t-mobile, at&t and all other cdma & gsm networks. depending on which network you purchase, your device will operate on either fully unlocked or h2o locked. (more info below in item description)”",13325.0,96.6,30 days returns
321,apple iphone xr - 64gb - all colors - fully unlocked - excellent condition (a) ,271.99,205 sold,,excellent - refurbished,"“fully tested and restored to factory settings by our in house technicians. - excellent - this product is in excellent cosmetic condition with a minimum battery health of 85%. this item has been fully tested, restored to factory settings and is in excellent working order.”",3101766.0,98.8,30 days returns
322,apple iphone 11 - 128gb - white (unlocked) a2111 (cdma + gsm),401.0,,,used,"“phones are in mint cosmetic condition. devices are ready to activate. clean esn. phonecheck certified. please see below for more info(grading,etc). if you have any questions, please do not hesitate to contact us.”",5157.0,99.3,30 days returns
